date,name,population,cases,cumulative_cases,deaths,cumulative_deaths,tests,cumulative_tests
2021-09-27,California,40129160,7645,4525725,104,70979,469299,93493764
2021-09-28,California,40129160,6777,4532502,107,71086,436019,93929783
2021-09-29,California,40129160,6213,4538715,110,71196,439346,94369129
2021-09-30,California,40129160,5803,4544518,92,71288,410470,94779599
2021-10-01,California,40129160,5774,4550292,98,71386,348926,95128525
2021-10-02,California,40129160,3695,4553987,123,71509,109615,95238140
2021-10-03,California,40129160,3420,4557407,87,71596,88202,95326342
2021-10-04,California,40129160,6784,4564191,86,71682,454226,95780568
2021-10-05,California,40129160,6250,4570441,106,71788,406404,96186972
2021-10-06,California,40129160,6011,4576452,114,71902,414717,96601689
2021-10-07,California,40129160,5308,4581760,102,72004,388882,96990571
2021-10-08,California,40129160,5161,4586921,85,72089,344989,97335560
2021-10-09,California,40129160,3511,4590432,77,72166,103855,97439415
2021-10-10,California,40129160,3307,4593739,82,72248,84777,97524192
2021-10-11,California,40129160,5836,4599575,74,72322,415269,97939461
2021-10-12,California,40129160,5814,4605389,72,72394,426353,98365814
2021-10-13,California,40129160,5639,4611028,68,72462,410584,98776398
2021-10-14,California,40129160,5313,4616341,73,72535,397371,99173769
2021-10-15,California,40129160,5312,4621653,68,72603,345044,99518813
2021-10-16,California,40129160,3649,4625302,79,72682,104100,99622913
2021-10-17,California,40129160,3600,4628902,77,72759,84225,99707138
2021-10-18,California,40129160,7072,4635974,71,72830,446095,100153233
2021-10-19,California,40129160,6373,4642347,70,72900,418248,100571481
2021-10-20,California,40129160,6261,4648608,69,72969,425666,100997147
2021-10-21,California,40129160,5944,4654552,109,73078,401436,101398583
2021-10-22,California,40129160,5988,4660540,80,73158,338864,101737447
2021-10-23,California,40129160,4087,4664627,73,73231,103892,101841339
2021-10-24,California,40129160,3591,4668218,68,73299,73298,101914637
2021-10-25,California,40129160,7228,4675446,67,73366,411436,102326073
2021-10-26,California,40129160,6790,4682236,71,73437,420604,102746677
2021-10-27,California,40129160,6587,4688823,69,73506,419938,103166615
2021-10-28,California,40129160,6070,4694893,77,73583,394493,103561108
2021-10-29,California,40129160,5640,4700533,73,73656,318092,103879200
2021-10-30,California,40129160,3966,4704499,81,73737,101762,103980962
2021-10-31,California,40129160,3516,4708015,67,73804,75345,104056307
2021-11-01,California,40129160,7425,4715440,78,73882,431047,104487354
2021-11-02,California,40129160,6547,4721987,75,73957,416585,104903939
2021-11-03,California,40129160,6422,4728409,75,74032,430056,105333995
2021-11-04,California,40129160,6032,4734441,69,74101,401460,105735455
2021-11-05,California,40129160,5549,4739990,73,74174,354654,106090109
2021-11-06,California,40129160,3688,4743678,80,74254,106009,106196118
2021-11-07,California,40129160,3477,4747155,92,74346,195843,106391961
2021-11-08,California,40129160,6668,4753823,76,74422,447625,106839586
2021-11-09,California,40129160,5884,4759707,89,74511,453697,107293283
2021-11-10,California,40129160,5647,4765354,72,74583,351641,107644924
2021-11-11,California,40129160,4331,4769685,86,74669,291850,107936774
2021-11-12,California,40129160,5110,4774795,77,74746,258407,108195181
2021-11-13,California,40129160,3469,4778264,68,74814,100561,108295742
2021-11-14,California,40129160,3259,4781523,77,74891,182680,108478422
2021-11-15,California,40129160,6433,4787956,85,74976,426726,108905148
2021-11-16,California,40129160,5423,4793379,63,75039,444427,109349575
2021-11-17,California,40129160,5186,4798565,84,75123,415419,109764994
2021-11-18,California,40129160,4704,4803269,70,75193,366865,110131859
2021-11-19,California,40129160,4641,4807910,85,75278,239624,110371483
2021-11-20,California,40129160,3304,4811214,65,75343,102070,110473553
2021-11-21,California,40129160,2983,4814197,78,75421,91669,110565222
2021-11-22,California,40129160,5266,4819463,75,75496,293803,110859025
2021-11-23,California,40129160,4867,4824330,80,75576,252311,111111336
2021-11-24,California,40129160,4692,4829022,64,75640,189863,111301199
2021-11-25,California,40129160,2321,4831343,59,75699,30835,111332034
2021-11-26,California,40129160,4380,4835723,64,75763,124036,111456070
2021-11-27,California,40129160,4269,4839992,57,75820,111757,111567827
2021-11-28,California,40129160,4468,4844460,53,75873,200814,111768641
2021-11-29,California,40129160,8373,4852833,77,75950,503267,112271908
2021-11-30,California,40129160,7176,4860009,63,76013,467645,112739553
2021-12-01,California,40129160,7588,4867597,70,76083,434424,113173977
2021-12-02,California,40129160,6384,4873981,70,76153,393787,113567764
2021-12-03,California,40129160,6228,4880209,68,76221,265387,113833151
2021-12-04,California,40129160,4213,4884422,76,76297,117099,113950250
2021-12-05,California,40129160,3926,4888348,65,76362,191790,114142040
2021-12-06,California,40129160,7508,4895856,52,76414,445803,114587843
2021-12-07,California,40129160,6631,4902487,71,76485,461768,115049611
2021-12-08,California,40129160,6584,4909071,59,76544,429471,115479082
2021-12-09,California,40129160,5858,4914929,65,76609,379312,115858394
2021-12-10,California,40129160,5858,4920787,57,76666,258973,116117367
2021-12-11,California,40129160,4245,4925032,64,76730,115399,116232766
2021-12-12,California,40129160,4430,4929462,59,76789,156289,116389055
2021-12-13,California,40129160,9011,4938473,69,76858,404713,116793768
2021-12-14,California,40129160,8456,4946929,70,76928,387029,117180797
2021-12-15,California,40129160,10253,4957182,72,77000,431545,117612342
2021-12-16,California,40129160,10335,4967517,82,77082,394719,118007061
2021-12-17,California,40129160,11204,4978721,68,77150,345398,118352459
2021-12-18,California,40129160,9821,4988542,65,77215,143977,118496436
2021-12-19,California,40129160,10883,4999425,76,77291,120233,118616669
2021-12-20,California,40129160,23362,5022787,70,77361,356138,118972807
2021-12-21,California,40129160,27375,5050162,68,77429,367281,119340088
2021-12-22,California,40129160,31971,5082133,61,77490,386224,119726312
2021-12-23,California,40129160,32695,5114828,75,77565,350812,120077124
2021-12-24,California,40129160,22446,5137274,72,77637,163143,120240267
2021-12-25,California,40129160,15059,5152333,69,77706,51277,120291544
2021-12-26,California,40129160,36259,5188592,64,77770,188873,120480417
2021-12-27,California,40129160,76154,5264746,87,77857,469930,120950347
2021-12-28,California,40129160,89500,5354246,59,77916,519354,121469701
2021-12-29,California,40129160,88835,5443081,80,77996,516160,121985861
2021-12-30,California,40129160,86218,5529299,70,78066,501916,122487777
2021-12-31,California,40129160,54768,5584067,86,78152,284180,122771957
2022-01-01,California,40129160,33131,5617198,97,78249,105787,122877744
2022-01-02,California,40129160,56915,5674113,85,78334,273069,123150813
2022-01-03,California,40129160,140392,5814505,114,78448,788932,123939745
2022-01-04,California,40129160,157292,5971797,108,78556,850886,124790631
2022-01-05,California,40129160,155602,6127399,141,78697,821173,125611804
2022-01-06,California,40129160,143924,6271323,134,78831,817784,126429588
2022-01-07,California,40129160,135310,6406633,130,78961,764875,127194463
2022-01-08,California,40129160,77247,6483880,149,79110,366033,127560496
2022-01-09,California,40129160,56273,6540153,127,79237,255627,127816123
2022-01-10,California,40129160,141937,6682090,157,79394,835407,128651530
2022-01-11,California,40129160,135495,6817585,176,79570,836385,129487915
2022-01-12,California,40129160,127018,6944603,200,79770,793314,130281229
2022-01-13,California,40129160,114763,7059366,195,79965,769351,131050580
2022-01-14,California,40129160,104462,7163828,193,80158,687118,131737698
2022-01-15,California,40129160,58669,7222497,221,80379,282963,132020661
2022-01-16,California,40129160,40426,7262923,228,80607,201148,132221809
2022-01-17,California,40129160,81703,7344626,219,80826,464647,132686456
2022-01-18,California,40129160,119986,7464612,239,81065,872567,133559023
2022-01-19,California,40129160,101215,7565827,262,81327,736222,134295245
2022-01-20,California,40129160,90084,7655911,252,81579,699086,134994331
2022-01-21,California,40129160,77365,7733276,269,81848,613223,135607554
2022-01-22,California,40129160,39951,7773227,255,82103,235779,135843333
2022-01-23,California,40129160,28405,7801632,274,82377,168844,136012177
2022-01-24,California,40129160,70786,7872418,227,82604,696541,136708718
2022-01-25,California,40129160,60174,7932592,265,82869,628896,137337614
2022-01-26,California,40129160,52083,7984675,258,83127,587922,137925536
2022-01-27,California,40129160,44414,8029089,275,83402,553192,138478728
2022-01-28,California,40129160,38841,8067930,264,83666,487904,138966632
2022-01-29,California,40129160,20874,8088804,287,83953,171825,139138457
2022-01-30,California,40129160,15517,8104321,283,84236,130208,139268665
2022-01-31,California,40129160,38612,8142933,275,84511,615801,139884466
2022-02-01,California,40129160,32659,8175592,291,84802,522552,140407018
2022-02-02,California,40129160,27312,8202904,272,85074,491918,140898936
2022-02-03,California,40129160,23863,8226767,243,85317,491063,141389999
2022-02-04,California,40129160,21673,8248440,281,85598,411562,141801561
2022-02-05,California,40129160,11689,8260129,244,85842,127231,141928792
2022-02-06,California,40129160,9829,8269958,218,86060,103158,142031950
2022-02-07,California,40129160,22340,8292298,229,86289,544136,142576086
2022-02-08,California,40129160,17902,8310200,250,86539,468250,143044336
2022-02-09,California,40129160,16176,8326376,235,86774,441949,143486285
2022-02-10,California,40129160,14037,8340413,200,86974,437708,143923993
2022-02-11,California,40129160,12634,8353047,210,87184,346558,144270551
2022-02-12,California,40129160,7015,8360062,182,87366,105328,144375879
2022-02-13,California,40129160,5512,8365574,180,87546,83253,144459132
2022-02-14,California,40129160,12583,8378157,174,87720,460304,144919436
2022-02-15,California,40129160,10663,8388820,146,87866,431913,145351349
2022-02-16,California,40129160,9279,8398099,157,88023,404431,145755780
2022-02-17,California,40129160,8042,8406141,175,88198,395417,146151197
2022-02-18,California,40129160,6998,8413139,146,88344,304263,146455460
2022-02-19,California,40129160,4193,8417332,110,88454,86204,146541664
2022-02-20,California,40129160,3601,8420933,143,88597,73356,146615020
2022-02-21,California,40129160,5301,8426234,127,88724,175615,146790635
2022-02-22,California,40129160,7048,8433282,120,88844,480808,147271443
2022-02-23,California,40129160,5545,8438827,121,88965,387227,147658670
2022-02-24,California,40129160,5109,8443936,89,89054,370157,148028827
2022-02-25,California,40129160,4734,8448670,111,89165,316007,148344834
2022-02-26,California,40129160,2663,8451333,90,89255,83115,148427949
2022-02-27,California,40129160,2387,8453720,79,89334,74052,148502001
2022-02-28,California,40129160,5167,8458887,86,89420,408979,148910980
2022-03-01,California,40129160,4631,8463518,89,89509,363521,149274501
2022-03-02,California,40129160,3927,8467445,67,89576,339879,149614380
2022-03-03,California,40129160,3544,8470989,88,89664,335547,149949927
2022-03-04,California,40129160,3103,8474092,61,89725,278622,150228549
2022-03-05,California,40129160,2112,8476204,68,89793,73662,150302211
2022-03-06,California,40129160,1818,8478022,64,89857,65534,150367745
2022-03-07,California,40129160,3856,8481878,63,89920,380182,150747927
2022-03-08,California,40129160,3288,8485166,60,89980,344095,151092022
2022-03-09,California,40129160,3015,8488181,60,90040,328207,151420229
2022-03-10,California,40129160,2606,8490787,63,90103,314836,151735065
2022-03-11,California,40129160,2338,8493125,55,90158,265040,152000105
2022-03-12,California,40129160,1529,8494654,43,90201,70334,152070439
2022-03-13,California,40129160,1289,8495943,41,90242,63944,152134383
2022-03-14,California,40129160,2894,8498837,36,90278,361367,152495750
2022-03-15,California,40129160,2624,8501461,37,90315,334082,152829832
2022-03-16,California,40129160,2469,8503930,34,90349,317539,153147371
2022-03-17,California,40129160,2305,8506235,45,90394,296663,153444034
2022-03-18,California,40129160,1993,8508228,35,90429,255333,153699367
2022-03-19,California,40129160,1258,8509486,25,90454,65153,153764520
2022-03-20,California,40129160,1305,8510791,38,90492,58372,153822892
2022-03-21,California,40129160,2690,8513481,39,90531,336306,154159198
2022-03-22,California,40129160,3010,8516491,27,90558,293946,154453144
2022-03-23,California,40129160,2258,8518749,24,90582,284946,154738090
2022-03-24,California,40129160,2290,8521039,19,90601,280100,155018190
2022-03-25,California,40129160,2003,8523042,36,90637,237748,155255938
2022-03-26,California,40129160,1446,8524488,25,90662,65385,155321323
2022-03-27,California,40129160,1567,8526055,24,90686,60801,155382124
2022-03-28,California,40129160,2889,8528944,24,90710,251096,155633220
2022-03-29,California,40129160,2703,8531647,23,90733,316356,155949576
2022-03-30,California,40129160,2641,8534288,21,90754,296434,156246010
2022-03-31,California,40129160,2434,8536722,22,90776,259935,156505945
2022-04-01,California,40129160,2624,8539346,18,90794,244853,156750798
2022-04-02,California,40129160,1722,8541068,20,90814,60534,156811332
2022-04-03,California,40129160,1777,8542845,17,90831,53594,156864926
2022-04-04,California,40129160,3786,8546631,20,90851,303296,157168222
2022-04-05,California,40129160,3349,8549980,25,90876,263391,157431613
2022-04-06,California,40129160,3396,8553376,25,90901,262354,157693967
2022-04-07,California,40129160,3060,8556436,18,90919,257464,157951431
2022-04-08,California,40129160,2958,8559394,17,90936,226753,158178184
2022-04-09,California,40129160,2065,8561459,9,90945,59293,158237477
2022-04-10,California,40129160,2232,8563691,10,90955,54494,158291971
2022-04-11,California,40129160,4450,8568141,21,90976,228887,158520858
2022-04-12,California,40129160,4097,8572238,13,90989,205407,158726265
2022-04-13,California,40129160,4005,8576243,15,91004,190057,158916322
2022-04-14,California,40129160,3741,8579984,17,91021,171901,159088223
2022-04-15,California,40129160,3648,8583632,21,91042,145291,159233514
2022-04-16,California,40129160,2693,8586325,14,91056,59283,159292797
2022-04-17,California,40129160,2394,8588719,15,91071,39251,159332048
2022-04-18,California,40129160,6287,8595006,15,91086,328728,159660776
2022-04-19,California,40129160,5861,8600867,10,91096,300516,159961292
2022-04-20,California,40129160,5644,8606511,15,91111,294460,160255752
2022-04-21,California,40129160,5506,8612017,10,91121,288455,160544207
2022-04-22,California,40129160,5134,8617151,10,91131,257475,160801682
2022-04-23,California,40129160,3611,8620762,12,91143,63337,160865019
2022-04-24,California,40129160,3643,8624405,17,91160,56872,160921891
2022-04-25,California,40129160,7836,8632241,17,91177,370400,161292291
2022-04-26,California,40129160,7532,8639773,9,91186,328930,161621221
2022-04-27,California,40129160,7440,8647213,14,91200,321258,161942479
2022-04-28,California,40129160,6998,8654211,10,91210,308466,162250945
2022-04-29,California,40129160,6529,8660740,15,91225,266655,162517600
2022-04-30,California,40129160,4802,8665542,15,91240,65694,162583294
2022-05-01,California,40129160,5240,8670782,11,91251,57321,162640615
2022-05-02,California,40129160,10395,8681177,11,91262,363202,163003817
2022-05-03,California,40129160,9944,8691121,12,91274,336086,163339903
2022-05-04,California,40129160,9798,8700919,14,91288,331043,163670946
2022-05-05,California,40129160,9381,8710300,6,91294,321750,163992696
2022-05-06,California,40129160,8937,8719237,13,91307,281762,164274458
2022-05-07,California,40129160,6305,8725542,11,91318,71489,164345947
2022-05-08,California,40129160,6097,8731639,18,91336,58508,164404455
2022-05-09,California,40129160,12874,8744513,12,91348,380637,164785092
2022-05-10,California,40129160,12002,8756515,21,91369,344830,165129922
2022-05-11,California,40129160,11944,8768459,12,91381,345443,165475365
2022-05-12,California,40129160,11533,8779992,11,91392,331414,165806779
2022-05-13,California,40129160,11466,8791458,21,91413,297689,166104468
2022-05-14,California,40129160,8042,8799500,17,91430,75178,166179646
2022-05-15,California,40129160,7960,8807460,27,91457,66350,166245996
2022-05-16,California,40129160,17366,8824826,11,91468,389958,166635954
2022-05-17,California,40129160,16226,8841052,15,91483,352275,166988229
2022-05-18,California,40129160,15794,8856846,18,91501,348705,167336934
2022-05-19,California,40129160,14632,8871478,17,91518,335062,167671996
2022-05-20,California,40129160,13974,8885452,18,91536,300424,167972420
2022-05-21,California,40129160,9029,8894481,21,91557,77759,168050179
2022-05-22,California,40129160,8729,8903210,15,91572,69515,168119694
2022-05-23,California,40129160,19461,8922671,13,91585,396781,168516475
2022-05-24,California,40129160,18117,8940788,27,91612,355491,168871966
2022-05-25,California,40129160,17152,8957940,21,91633,343572,169215538
2022-05-26,California,40129160,15517,8973457,13,91646,325233,169540771
2022-05-27,California,40129160,14191,8987648,19,91665,269376,169810147
2022-05-28,California,40129160,8900,8996548,23,91688,71853,169882000
2022-05-29,California,40129160,7905,9004453,28,91716,60266,169942266
2022-05-30,California,40129160,8710,9013163,21,91737,83050,170025316
2022-05-31,California,40129160,23888,9037051,14,91751,455826,170481142
2022-06-01,California,40129160,20718,9057769,19,91770,365034,170846176
2022-06-02,California,40129160,18079,9075848,22,91792,337577,171183753
2022-06-03,California,40129160,16427,9092275,21,91813,298352,171482105
2022-06-04,California,40129160,10651,9102926,19,91832,83110,171565215
2022-06-05,California,40129160,9710,9112636,19,91851,68808,171634023
2022-06-06,California,40129160,21091,9133727,24,91875,341176,171975199
2022-06-07,California,40129160,18883,9152610,20,91895,307861,172283060
2022-06-08,California,40129160,17714,9170324,23,91918,285283,172568343
2022-06-09,California,40129160,15861,9186185,29,91947,251560,172819903
2022-06-10,California,40129160,15394,9201579,31,91978,209838,173029741
2022-06-11,California,40129160,9907,9211486,29,92007,76028,173105769
2022-06-12,California,40129160,8938,9220424,28,92035,63704,173169473
2022-06-13,California,40129160,18564,9238988,18,92053,222111,173391584
2022-06-14,California,40129160,16928,9255916,22,92075,207373,173598957
2022-06-15,California,40129160,16382,9272298,27,92102,181249,173780206
2022-06-16,California,40129160,15318,9287616,34,92136,175767,173955973
2022-06-17,California,40129160,14867,9302483,37,92173,155747,174111720
2022-06-18,California,40129160,10334,9312817,31,92204,73852,174185572
2022-06-19,California,40129160,9344,9322161,30,92234,59133,174244705
2022-06-20,California,40129160,18257,9340418,28,92262,183071,174427776
2022-06-21,California,40129160,19431,9359849,30,92292,212376,174640152
2022-06-22,California,40129160,17836,9377685,39,92331,176906,174817058
2022-06-23,California,40129160,17163,9394848,36,92367,172828,174989886
2022-06-24,California,40129160,16352,9411200,36,92403,150399,175140285
2022-06-25,California,40129160,11621,9422821,21,92424,73485,175213770
2022-06-26,California,40129160,10826,9433647,31,92455,62075,175275845
2022-06-27,California,40129160,22593,9456240,27,92482,206841,175482686
2022-06-28,California,40129160,21078,9477318,30,92512,192346,175675032
2022-06-29,California,40129160,19860,9497178,32,92544,170920,175845952
2022-06-30,California,40129160,18197,9515375,36,92580,167662,176013614
2022-07-01,California,40129160,17985,9533360,37,92617,138184,176151798
2022-07-02,California,40129160,11474,9544834,48,92665,66801,176218599
2022-07-03,California,40129160,9878,9554712,46,92711,51399,176269998
2022-07-04,California,40129160,10067,9564779,43,92754,59229,176329227
2022-07-05,California,40129160,27254,9592033,33,92787,239673,176568900
2022-07-06,California,40129160,23076,9615109,46,92833,185398,176754298
2022-07-07,California,40129160,21203,9636312,36,92869,172883,176927181
2022-07-08,California,40129160,20223,9656535,56,92925,155957,177083138
2022-07-09,California,40129160,13498,9670033,48,92973,74049,177157187
2022-07-10,California,40129160,11672,9681705,41,93014,60568,177217755
2022-07-11,California,40129160,24523,9706228,38,93052,204182,177421937
2022-07-12,California,40129160,22478,9728706,48,93100,189045,177610982
2022-07-13,California,40129160,21239,9749945,35,93135,169533,177780515
2022-07-14,California,40129160,19958,9769903,38,93173,163332,177943847
2022-07-15,California,40129160,18851,9788754,41,93214,145604,178089451
2022-07-16,California,40129160,12908,9801662,41,93255,73094,178162545
2022-07-17,California,40129160,11054,9812716,48,93303,60356,178222901
2022-07-18,California,40129160,23496,9836212,45,93348,201591,178424492
2022-07-19,California,40129160,21199,9857411,53,93401,186483,178610975
2022-07-20,California,40129160,19471,9876882,64,93465,165648,178776623
2022-07-21,California,40129160,17751,9894633,42,93507,156091,178932714
2022-07-22,California,40129160,17174,9911807,49,93556,137848,179070562
2022-07-23,California,40129160,11356,9923163,36,93592,68070,179138632
2022-07-24,California,40129160,9897,9933060,47,93639,56544,179195176
2022-07-25,California,40129160,21332,9954392,69,93708,187838,179383014
2022-07-26,California,40129160,18640,9973032,57,93765,172376,179555390
2022-07-27,California,40129160,16708,9989740,56,93821,153985,179709375
2022-07-28,California,40129160,15078,10004818,54,93875,144486,179853861
2022-07-29,California,40129160,13938,10018756,41,93916,126328,179980189
2022-07-30,California,40129160,9270,10028026,50,93966,61381,180041570
2022-07-31,California,40129160,8225,10036251,52,94018,51801,180093371
2022-08-01,California,40129160,17725,10053976,50,94068,174219,180267590
2022-08-02,California,40129160,15388,10069364,42,94110,159931,180427521
2022-08-03,California,40129160,13806,10083170,53,94163,142217,180569738
2022-08-04,California,40129160,12359,10095529,47,94210,131880,180701618
2022-08-05,California,40129160,11745,10107274,65,94275,120206,180821824
2022-08-06,California,40129160,8016,10115290,42,94317,56015,180877839
2022-08-07,California,40129160,7192,10122482,38,94355,48226,180926065
2022-08-08,California,40129160,14619,10137101,47,94402,168599,181094664
2022-08-09,California,40129160,12366,10149467,46,94448,151699,181246363
2022-08-10,California,40129160,11401,10160868,42,94490,134579,181380942
2022-08-11,California,40129160,10423,10171291,40,94530,133233,181514175
2022-08-12,California,40129160,9728,10181019,54,94584,115062,181629237
2022-08-13,California,40129160,6614,10187633,32,94616,51930,181681167
2022-08-14,California,40129160,6195,10193828,49,94665,46415,181727582
2022-08-15,California,40129160,12062,10205890,35,94700,163985,181891567
2022-08-16,California,40129160,11063,10216953,45,94745,147697,182039264
2022-08-17,California,40129160,9960,10226913,36,94781,129884,182169148
2022-08-18,California,40129160,9093,10236006,40,94821,127623,182296771
2022-08-19,California,40129160,8445,10244451,41,94862,111881,182408652
2022-08-20,California,40129160,6059,10250510,44,94906,51545,182460197
2022-08-21,California,40129160,5455,10255965,37,94943,45801,182505998
2022-08-22,California,40129160,11087,10267052,44,94987,166284,182672282
2022-08-23,California,40129160,9570,10276622,27,95014,148928,182821210
2022-08-24,California,40129160,8521,10285143,33,95047,131014,182952224
2022-08-25,California,40129160,7653,10292796,32,95079,122552,183074776
2022-08-26,California,40129160,7384,10300180,40,95119,111831,183186607
2022-08-27,California,40129160,4835,10305015,23,95142,50424,183237031
2022-08-28,California,40129160,4498,10309513,34,95176,44657,183281688
2022-08-29,California,40129160,9077,10318590,29,95205,160388,183442076
2022-08-30,California,40129160,7721,10326311,39,95244,149119,183591195
2022-08-31,California,40129160,6904,10333215,39,95283,128964,183720159
2022-09-01,California,40129160,6262,10339477,28,95311,120388,183840547
2022-09-02,California,40129160,5487,10344964,38,95349,98092,183938639
2022-09-03,California,40129160,3567,10348531,37,95386,42942,183981581
2022-09-04,California,40129160,3178,10351709,33,95419,38618,184020199
2022-09-05,California,40129160,3337,10355046,32,95451,53485,184073684
2022-09-06,California,40129160,7868,10362914,33,95484,180467,184254151
2022-09-07,California,40129160,6014,10368928,34,95518,126957,184381108
2022-09-08,California,40129160,5341,10374269,30,95548,118723,184499831
2022-09-09,California,40129160,4889,10379158,37,95585,101068,184600899
2022-09-10,California,40129160,3285,10382443,30,95615,44738,184645637
2022-09-11,California,40129160,3065,10385508,25,95640,40772,184686409
2022-09-12,California,40129160,5747,10391255,34,95674,144079,184830488
2022-09-13,California,40129160,5025,10396280,26,95700,136513,184967001
2022-09-14,California,40129160,4458,10400738,22,95722,117042,185084043
2022-09-15,California,40129160,4089,10404827,30,95752,116154,185200197
2022-09-16,California,40129160,3836,10408663,22,95774,96733,185296930
2022-09-17,California,40129160,2793,10411456,23,95797,46026,185342956
2022-09-18,California,40129160,2518,10413974,31,95828,41419,185384375
2022-09-19,California,40129160,4878,10418852,26,95854,138255,185522630
2022-09-20,California,40129160,4327,10423179,21,95875,129681,185652311
2022-09-21,California,40129160,3905,10427084,23,95898,110340,185762651
2022-09-22,California,40129160,3744,10430828,23,95921,106953,185869604
2022-09-23,California,40129160,3517,10434345,29,95950,90943,185960547
2022-09-24,California,40129160,2598,10436943,19,95969,40124,186000671
2022-09-25,California,40129160,2411,10439354,31,96000,36809,186037480
2022-09-26,California,40129160,4791,10444145,22,96022,128618,186166098
2022-09-27,California,40129160,4086,10448231,25,96047,121046,186287144
2022-09-28,California,40129160,3957,10452188,24,96071,101872,186389016
2022-09-29,California,40129160,3447,10455635,25,96096,96485,186485501
2022-09-30,California,40129160,3228,10458863,16,96112,83472,186568973
2022-10-01,California,40129160,2437,10461300,23,96135,37048,186606021
2022-10-02,California,40129160,2077,10463377,20,96155,34058,186640079
2022-10-03,California,40129160,4062,10467439,15,96170,115394,186755473
2022-10-04,California,40129160,3526,10470965,23,96193,105046,186860519
2022-10-05,California,40129160,3196,10474161,19,96212,87665,186948184
2022-10-06,California,40129160,2890,10477051,19,96231,86995,187035179
2022-10-07,California,40129160,2802,10479853,22,96253,77032,187112211
2022-10-08,California,40129160,2077,10481930,18,96271,36884,187149095
2022-10-09,California,40129160,1879,10483809,17,96288,34630,187183725
2022-10-10,California,40129160,3481,10487290,18,96306,101105,187284830
2022-10-11,California,40129160,3151,10490441,16,96322,103345,187388175
2022-10-12,California,40129160,2981,10493422,20,96342,88342,187476517
2022-10-13,California,40129160,2738,10496160,20,96362,83574,187560091
2022-10-14,California,40129160,2584,10498744,22,96384,74348,187634439
2022-10-15,California,40129160,1887,10500631,14,96398,36004,187670443
2022-10-16,California,40129160,1736,10502367,12,96410,33829,187704272
2022-10-17,California,40129160,3526,10505893,13,96423,105995,187810267
2022-10-18,California,40129160,3130,10509023,18,96441,98234,187908501
2022-10-19,California,40129160,2890,10511913,17,96458,87701,187996202
2022-10-20,California,40129160,2813,10514726,15,96473,79837,188076039
2022-10-21,California,40129160,2542,10517268,19,96492,74065,188150104
2022-10-22,California,40129160,1826,10519094,18,96510,35910,188186014
2022-10-23,California,40129160,1772,10520866,17,96527,33436,188219450
2022-10-24,California,40129160,3499,10524365,16,96543,106396,188325846
2022-10-25,California,40129160,3192,10527557,23,96566,102374,188428220
2022-10-26,California,40129160,3080,10530637,8,96574,87095,188515315
2022-10-27,California,40129160,3037,10533674,23,96597,80978,188596293
2022-10-28,California,40129160,2938,10536612,18,96615,76089,188672382
2022-10-29,California,40129160,2141,10538753,16,96631,38506,188710888
2022-10-30,California,40129160,2113,10540866,9,96640,36156,188747044
2022-10-31,California,40129160,4089,10544955,16,96656,103303,188850347
2022-11-01,California,40129160,4275,10549230,16,96672,102741,188953088
2022-11-02,California,40129160,3947,10553177,16,96688,90226,189043314
2022-11-03,California,40129160,3780,10556957,24,96712,83567,189126881
2022-11-04,California,40129160,3660,10560617,25,96737,80291,189207172
2022-11-05,California,40129160,2747,10563364,14,96751,40961,189248133
2022-11-06,California,40129160,2852,10566216,21,96772,38926,189287059
2022-11-07,California,40129160,5463,10571679,18,96790,112251,189399310
2022-11-08,California,40129160,4544,10576223,13,96803,99390,189498700
2022-11-09,California,40129160,4648,10580871,19,96822,92143,189590843
2022-11-10,California,40129160,4502,10585373,20,96842,88878,189679721
2022-11-11,California,40129160,3938,10589311,17,96859,67527,189747248
2022-11-12,California,40129160,3141,10592452,11,96870,42948,189790196
2022-11-13,California,40129160,3224,10595676,14,96884,40068,189830264
2022-11-14,California,40129160,6640,10602316,20,96904,119540,189949804
2022-11-15,California,40129160,6062,10608378,26,96930,110304,190060108
2022-11-16,California,40129160,5779,10614157,24,96954,97241,190157349
2022-11-17,California,40129160,5845,10620002,17,96971,92366,190249715
2022-11-18,California,40129160,5816,10625818,21,96992,84811,190334526
2022-11-19,California,40129160,4082,10629900,28,97020,44608,190379134
2022-11-20,California,40129160,4119,10634019,18,97038,39665,190418799
2022-11-21,California,40129160,8269,10642288,17,97055,104921,190523720
2022-11-22,California,40129160,7679,10649967,22,97077,96305,190620025
2022-11-23,California,40129160,7449,10657416,34,97111,84966,190704991
2022-11-24,California,40129160,3224,10660640,18,97129,25644,190730635
2022-11-25,California,40129160,7486,10668126,30,97159,61762,190792397
2022-11-26,California,40129160,6698,10674824,27,97186,50044,190842441
2022-11-27,California,40129160,7053,10681877,38,97224,47176,190889617
2022-11-28,California,40129160,14433,10696310,30,97254,146935,191036552
2022-11-29,California,40129160,12003,10708313,31,97285,125179,191161731
2022-11-30,California,40129160,10907,10719220,30,97315,107583,191269314
2022-12-01,California,40129160,10105,10729325,24,97339,101092,191370406
2022-12-02,California,40129160,8897,10738222,33,97372,90789,191461195
2022-12-03,California,40129160,6168,10744390,39,97411,46997,191508192
2022-12-04,California,40129160,5813,10750203,44,97455,42550,191550742
2022-12-05,California,40129160,11724,10761927,39,97494,134677,191685419
2022-12-06,California,40129160,10058,10771985,49,97543,117637,191803056
